"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2016"
"Norway","NOR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Norway","NOR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Oman","OMN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",95.22
"Oman","OMN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Oman","OMN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Oman","OMN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Oman","OMN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Oman","OMN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Oman","OMN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Oman","OMN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Oman","OMN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Pakistan","PAK","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",43.32
"Pakistan","PAK","Access to electricity (% of population)","EG.ELC.ACCS.ZS",99.1474380493164
"Pakistan","PAK","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",98.807673698578
"Pakistan","PAK","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",99.6738891601563
"Pakistan","PAK","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Pakistan","PAK","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Pakistan","PAK","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Pakistan","PAK","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Pakistan","PAK","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Palau","PLW","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",86.9
"Palau","PLW","Access to electricity (% of population)","EG.ELC.ACCS.ZS",99.2893524169922
"Palau","PLW","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",97.2302593103519
"Palau","PLW","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",99.5799026489258
"Palau","PLW","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Palau","PLW","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Palau","PLW","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Palau","PLW","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Palau","PLW","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Panama","PAN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",89.01
"Panama","PAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",93.4178009033203
"Panama","PAN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",81.2950521000033
"Panama","PAN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",99.417106628418
"Panama","PAN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Panama","PAN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Panama","PAN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Panama","PAN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Panama","PAN","GINI index (World Bank estimate)","SI.POV.GINI",50.4
"Papua New Guinea","PNG","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",13.43
"Papua New Guinea","PNG","Access to electricity (% of population)","EG.ELC.ACCS.ZS",22.9321537017822
"Papua New Guinea","PNG","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",15.4713485991113
"Papua New Guinea","PNG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",72.6904983520508
"Papua New Guinea","PNG","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Papua New Guinea","PNG","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Papua New Guinea","PNG","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Papua New Guinea","PNG","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Papua New Guinea","PNG","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Paraguay","PRY","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",66.22
"Paraguay","PRY","Access to electricity (% of population)","EG.ELC.ACCS.ZS",98.4
"Paraguay","PRY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",96.1
"Paraguay","PRY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",99.9
"Paraguay","PRY","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Paraguay","PRY","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Paraguay","PRY","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Paraguay","PRY","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Paraguay","PRY","GINI index (World Bank estimate)","SI.POV.GINI",47.9
"Peru","PER","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",75.06
"Peru","PER","Access to electricity (% of population)","EG.ELC.ACCS.ZS",94.8517456054688
"Peru","PER","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",75.5729045784838
"Peru","PER","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Peru","PER","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Peru","PER","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Peru","PER","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Peru","PER","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Peru","PER","GINI index (World Bank estimate)","SI.POV.GINI",43.8
"Philippines","PHL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",43.22
"Philippines","PHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS",90.9816131591797
"Philippines","PHL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",86.2595592235837
"Philippines","PHL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",96.9214706420898
"Philippines","PHL","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Philippines","PHL","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Philippines","PHL","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Philippines","PHL","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Philippines","PHL","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Poland","POL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Poland","POL","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Poland","POL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Poland","POL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Poland","POL","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Poland","POL","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Poland","POL","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Poland","POL","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Poland","POL","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Portugal","PRT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Portugal","PRT","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Portugal","PRT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Portugal","PRT","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Portugal","PRT","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Portugal","PRT","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Portugal","PRT","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Portugal","PRT","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Portugal","PRT","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Puerto Rico","PRI","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Puerto Rico","PRI","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Puerto Rico","PRI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Puerto Rico","PRI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Puerto Rico","PRI","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Puerto Rico","PRI","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Puerto Rico","PRI","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Puerto Rico","PRI","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Puerto Rico","PRI","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Qatar","QAT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",98.49
"Qatar","QAT","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Qatar","QAT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Qatar","QAT","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Qatar","QAT","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Qatar","QAT","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Qatar","QAT","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Qatar","QAT","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Qatar","QAT","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Romania","ROU","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",85.88
"Romania","ROU","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Romania","ROU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Romania","ROU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Romania","ROU","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Romania","ROU","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Romania","ROU","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Romania","ROU","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Romania","ROU","GINI index (World Bank estimate)","SI.POV.GINI",28.3
"Russian Federation","RUS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",98.25
"Russian Federation","RUS","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Russian Federation","RUS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Russian Federation","RUS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Russian Federation","RUS","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",26.2609718166948
"Russian Federation","RUS","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",25.5816345478339
"Russian Federation","RUS","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",6.80166492397475
"Russian Federation","RUS","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",2.83797599689584
"Russian Federation","RUS","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Saudi Arabia","SAU","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",95.96
"Saudi Arabia","SAU","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Saudi Arabia","SAU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Saudi Arabia","SAU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Saudi Arabia","SAU","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Saudi Arabia","SAU","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Saudi Arabia","SAU","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Saudi Arabia","SAU","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Saudi Arabia","SAU","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Senegal","SEN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",31.65
"Senegal","SEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",64.5
"Senegal","SEN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",38.3
"Senegal","SEN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",87.7
"Senegal","SEN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Senegal","SEN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Senegal","SEN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Senegal","SEN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Senegal","SEN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Sierra Leone","SLE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",0.990000000000002
"Sierra Leone","SLE","Access to electricity (% of population)","EG.ELC.ACCS.ZS",20.3
"Sierra Leone","SLE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",2.5
"Sierra Leone","SLE","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",46.9
"Sierra Leone","SLE","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Sierra Leone","SLE","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Sierra Leone","SLE","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Sierra Leone","SLE","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Sierra Leone","SLE","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Singapore","SGP","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Singapore","SGP","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Singapore","SGP","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",NA
"Singapore","SGP","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Singapore","SGP","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Singapore","SGP","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Singapore","SGP","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Singapore","SGP","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Singapore","SGP","GINI index (World Bank estimate)","SI.POV.GINI",NA
"South Africa","ZAF","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",84.75
"South Africa","ZAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS",84.2
"South Africa","ZAF","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",67.9214351327324
"South Africa","ZAF","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",92.8522338867188
"South Africa","ZAF","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"South Africa","ZAF","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"South Africa","ZAF","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"South Africa","ZAF","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"South Africa","ZAF","GINI index (World Bank estimate)","SI.POV.GINI",NA
"South Sudan","SSD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",0.639999999999996
"South Sudan","SSD","Access to electricity (% of population)","EG.ELC.ACCS.ZS",8.94762802124023
"South Sudan","SSD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",5.8733958854267
"South Sudan","SSD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",22.0280570983887
"South Sudan","SSD","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"South Sudan","SSD","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"South Sudan","SSD","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"South Sudan","SSD","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"South Sudan","SSD","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Spain","ESP","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Spain","ESP","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Spain","ESP","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Spain","ESP","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Spain","ESP","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Spain","ESP","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Spain","ESP","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Spain","ESP","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Spain","ESP","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Sudan","SDN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",41.29
"Sudan","SDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",38.5284423828125
"Sudan","SDN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",22.2029537626764
"Sudan","SDN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",70.209213256836
"Sudan","SDN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Sudan","SDN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Sudan","SDN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Sudan","SDN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Sudan","SDN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Suriname","SUR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",89.61
"Suriname","SUR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",87.1763153076172
"Suriname","SUR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",69.3380324663806
"Suriname","SUR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",96.3595657348633
"Suriname","SUR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Suriname","SUR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Suriname","SUR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Suriname","SUR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Suriname","SUR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Swaziland","SWZ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",49.7
"Swaziland","SWZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS",65.7902069091797
"Swaziland","SWZ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",61.1840977421427
"Swaziland","SWZ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",82.793830871582
"Swaziland","SWZ","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Swaziland","SWZ","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Swaziland","SWZ","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Swaziland","SWZ","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Swaziland","SWZ","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Sweden","SWE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Sweden","SWE","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Sweden","SWE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Sweden","SWE","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Sweden","SWE","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Sweden","SWE","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Sweden","SWE","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Sweden","SWE","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Sweden","SWE","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Switzerland","CHE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Switzerland","CHE","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Switzerland","CHE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Switzerland","CHE","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Switzerland","CHE","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Switzerland","CHE","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Switzerland","CHE","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Switzerland","CHE","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Switzerland","CHE","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Syrian Arab Republic","SYR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",99.02
"Syrian Arab Republic","SYR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Syrian Arab Republic","SYR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Syrian Arab Republic","SYR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Syrian Arab Republic","SYR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Syrian Arab Republic","SYR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Syrian Arab Republic","SYR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Syrian Arab Republic","SYR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Syrian Arab Republic","SYR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Tajikistan","TJK","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",80.41
"Tajikistan","TJK","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Tajikistan","TJK","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Tajikistan","TJK","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Tajikistan","TJK","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Tajikistan","TJK","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Tajikistan","TJK","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Tajikistan","TJK","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Tajikistan","TJK","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Tanzania","TZA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",2.16
"Tanzania","TZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS",32.8
"Tanzania","TZA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",16.9
"Tanzania","TZA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",65.3
"Tanzania","TZA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Tanzania","TZA","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Tanzania","TZA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
